"""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,_data_extraction_status,_hylkäyskriteeri,_jatkotutkimusaiheet 1,_kohderyhmä,_konteksti,_mukana_tiedokeruupilotissa,_n,_perehdytyskäytännöt,_snowballing tehty,_suositukset,_test_retest,_test_retest_tarkempi_syy_hylkäykselle,_tulokset,_tutkimusmenetelmät,_tutkimustyyppi,_twiitti,_valittuKatsaukseen
2M5IX82M,conferencePaper,1999,"Pasquarelli, A.; de Stefani, F.; O'Hare, G.M.P.; Murphy, A.J.",ECHOES: educational hypermedia on-line system,Proceedings IEEE International Conference on Multimedia Computing and Systems,,,10.1109/MMCS.1999.778674,,"The paper presents the ECHOES' (EduCational Hypermedia On-linE System) training environment, its architecture and the services offered to the users. The main objective of the ECHOES project is to build a distributed dynamic environment for educating and supporting technicians in using and repairing complex industrial artefacts. To pursue this objective, computer Web based training, virtual reality and multi agent systems are integrated and synthesised in the ECHOES environment. These technologies are used to aid users at different levels of complexity, starting from the novice, who wants to quickly develop a global functional view of complex systems, up to the technician, who needs a strong conceptual understanding of complex equipment. The user interaction with the system is agent based and the chosen interface is that of the visit metaphor within a 2D or 3D environment, in order to leave the trainee or the technician free in exploring the environment.",1999-06,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,1114-1116 vol.2,,,2,,,,,,,,,,,,,,,,,,,,,Educational institutions; Laboratories; Information technology; Application software; Industrial training; Production facilities; Virtual reality; Channel capacity; Intelligent agent; Multiagent systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liian vanha,,,,,,,No,,,,,,,,
2NLZ7JAY,journalArticle,2018,"Ding, Feng; Liu, Yuqing; Chen, Xin; Chen, Feng",Rising Star Evaluation in Heterogeneous Social Network,IEEE Access,,2169-3536,10.1109/ACCESS.2018.2812923,,"Rising stars are junior individuals in the social network who will have high impacts with time accumulation. Rising star evaluation has become a research hotspot in network analysis area recently, which is helpful for decision support, resource allocation, and other practical problems. As a traditional social network, academic social network is stressed because of its heterogeneity and regular data structure. In this paper, we assume there are inside factors influencing individuals behaviors. We process the network parameters and mine inner factors via factor analysis, and train a decision tree to evaluate future impact. Experiment is processed on america physics society dataset, and the result shows our method has better performance than state-of-the-arts.",2018,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,29436-29443,,,6,,,,,,,,,,,,,,,,,,,,,Software; Reliability; Indexes; Ad hoc networks; decision tree; Decision trees; factor analysis; hetegeneous social network; Peer-to-peer computing; Rising star; Social network services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
2SYA4NL5,journalArticle,2020,"Biswas, Gautam; Rajendran, Ramkumar; Mohammed, Naveeduddin; Goldberg, Benjamin S.; Sottilare, Robert A.; Brawner, Keith; Hoffman, Michael",Multilevel Learner Modeling in Training Environments for Complex Decision Making,IEEE Transactions on Learning Technologies,,1939-1382,10.1109/TLT.2019.2923352,,"Intelligent learning environments can be designed to support the development of learners' cognitive skills, strategies, and metacognitive processes as they work on complex decision-making and problem-solving tasks. However, the complexity of the tasks may impede the progress of novice learners. Providing adaptive feedback to learners who face difficulties requires learner modeling approaches that can identify learners' proficiencies and the difficulties they face in executing required skills, strategies, and metacognitive processes. This paper discusses a multilevel hierarchical learner modeling scheme that analyzes and captures learners' cognitive processes and problem-solving strategies along with their performance on assigned tasks in a game-based environment called UrbanSim that requires complex decision making for dealing with counterinsurgency scenarios. As the scenario evolves in a turn-by-turn fashion, UrbanSim evaluates the learners' moves using a number of performance measures. Our learner modeling scheme interprets the reported performance values by analyzing the learners' activities captured in log files to derive learners' proficiencies in associated cognitive skills and strategies, and updates the learner model. We discuss the details of the learner modeling algorithms in this paper, and then demonstrate the effectiveness of our approach by presenting results from a study we conducted at Vanderbilt University.",2020-01,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,172-185,,1,13,,,,,,,,,,,,,,,,,,,,,Problem-solving; Sociology; Task analysis; Statistics; Decision making; Games; learning analytics; cognitive strategies; Complex decision making; Economics; multilevel learner modeling; UrbanSim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
2T6J9YZD,conferencePaper,1996,"Jermann, W.H.",Using computers in an engineering curriculum. Where are we? Where are we going?,Technology-Based Re-Engineering Engineering Education Proceedings of Frontiers in Education FIE'96 26th Annual Conference,,,10.1109/FIE.1996.568526,,"Last year we initiated a computer technology access fee. Next semester there will be a new ""optional"" fee in order that students can have easier access to the information superhighway. In addition, a significant tuition increase has been proposed, and high level administrators have discussed increasing the technology access fee. From the perspective of our high-level academic strategic planners, we have made great progress, and our pathway into the future is well defined. There is even much enthusiasm among many of our faculty members. By using software packages such as Matlab, DADisp, Orcad, and Pspice, students can perform meaningful tasks early in their engineering studies. But the situation encountered by students may nor be so rosy. The day-to-day support given to student computing facilities is not particularly good. Students may be required to hop from one software package to another without becoming competent in the use of any package, and may have little appreciation of the tasks they are performing. As engineering educators, we are faced with two major constraints. First, most of us agree that we are here to EDUCATE students rather than to train them. Secondly, we have recently experienced challenging job market opportunities. We would like our students to be able to successfully compete for technical jobs even when job opportunities are scarce. We are also aware that a significant number of employers, particularly small employers, would like entry level engineers to be prepared for productive work on the first day of a new job. Yet, different types of jobs require different skills, and we really do not know what technical skills will be required for engineers working in the 21st century.",1996-11,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,1402-1404 vol.3,,,3,,,,,,,,,,,,,,,,,ISSN: 0190-5848,,,,Educational institutions; Problem-solving; Programming profession; Software systems; Application software; Engineering education; Engineering students; Market opportunities; Packaging; Software packages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liian vanha,,,,,,,No,,,,,,,,
2U7SBP72,conferencePaper,2020,"Warnecke, Tim; Grieser, Jörg; Zhang, Meng; Vorwald, Andreas; Rausch, Andreas",Teaching Novices Supervised Learning with Autonomous Model Vehicles,2020 IEEE 32nd Conference on Software Engineering Education and Training (CSEE&T),,,10.1109/CSEET49119.2020.9206215,,"Most people have trouble assessing artificial intelligence. They cannot decide without a sound education what are the applicabilities and limitations of this technology and how to use it. In this publication we present a workshop program, which allows even novices to understand and implement the most fundamental concepts of supervised learning within a short time. The participants of the workshop are motivated by a combination of lecture, configuration work on a computer, and rapid testing on real model vehicles. The workshop presented here has already been held four times and was rated as very positive and instructive by all 48 participants.",2020-11,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,1-10,,,,,,,,,,,,,,,,,,,,ISSN: 2377-570X,,,,Machine Learning; Training; Conferences; Education; Computational modeling; Data models; Artificial intelligence; Autonomous Driving; Remote control; Supervised learning; Supervised Learning; Workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
2UC62DYE,conferencePaper,2020,"Lihong, Wang; Ping, Liu",Practical Research on the Talent Training Mode of School-Enterprise Cooperation Based on the Background of New Engineering,Proceedings of the 2020 International Conference on Education Development and Studies,978-1-4503-7529-0,,10.1145/3392305.3396904,https://doi-org.ezproxy.jyu.fi/10.1145/3392305.3396904,"School enterprise cooperation is the only way for the construction of new engineering, and also one of the important ways to promote the reform of professional training mode. When the local universities are facing the transformation to application-oriented, this paper takes the computer specialty of Heihe University as an example, this paper discusses the talent training mode of "" co-construction, co-management and co-education "" school enterprise collaborative education under the background of new engineering, and puts forward the training mode of talents throughout the whole process of talent training objectives, talent training programs, course systems, teaching resources, teaching contents and talent training quality standards Department. This paper sums up the practical experience of the reform of school enterprise cooperative talents training mode in local applied universities, sums up the basic ideas and specific measures of the reform of school enterprise cooperative talents training mode, and provides decision support for the reform of talents training mode under the background of new engineering construction.",2020,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,22–26,,,,,,,ICEDS 2020,,,,Association for Computing Machinery,"NY, New York, USA",,,,,,,,"event-place: Paris, France",,,,new engineering; school-enterprise cooperation; talent cultivation mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oppilaitosten tai opiskelijoiden näkökulma,,,,,,,No,,,,,,,,
2WHF3B7V,conferencePaper,2020,"MacAvaney, Sean; Nardini, Franco Maria; Perego, Raffaele; Tonellotto, Nicola; Goharian, Nazli; Frieder, Ophir",Training Curricula for Open Domain Answer Re-Ranking,Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval,978-1-4503-8016-4,,10.1145/3397271.3401094,https://doi-org.ezproxy.jyu.fi/10.1145/3397271.3401094,"In precision-oriented tasks like answer ranking, it is more important to rank many relevant answers highly than to retrieve all relevant answers. It follows that a good ranking strategy would be to learn how to identify the easiest correct answers first (i.e., assign a high ranking score to answers that have characteristics that usually indicate relevance, and a low ranking score to those with characteristics that do not), before incorporating more complex logic to handle difficult cases (e.g., semantic matching or reasoning). In this work, we apply this idea to the training of neural answer rankers using curriculum learning. We propose several heuristics to estimate the difficulty of a given training sample. We show that the proposed heuristics can be used to build a training curriculum that down-weights difficult samples early in the training process. As the training process progresses, our approach gradually shifts to weighting all samples equally, regardless of difficulty. We present a comprehensive evaluation of our proposed idea on three answer ranking datasets. Results show that our approach leads to superior performance of two leading neural ranking architectures, namely BERT and ConvKNRM, using both pointwise and pairwise losses. When applied to a BERT-based ranker, our method yields up to a 4% improvement in MRR and a 9% improvement in P@1 (compared to the model trained without a curriculum). This results in models that can achieve comparable performance to more expensive state-of-the-art techniques.",2020,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,529–538,,,,,,,SIGIR '20,,,,Association for Computing Machinery,"NY, New York, USA",,,,,,,,"event-place: Virtual Event, China",,,,curriculum learning; neural re-ranking; open domain question answering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
2XSV8PE3,conferencePaper,2022,"Chen, Qibin; Lacomis, Jeremy; Schwartz, Edward J.; Neubig, Graham; Vasilescu, Bogdan; Goues, Claire Le",VarCLR: Variable Semantic Representation Pre-Training via Contrastive Learning,Proceedings of the 44th International Conference on Software Engineering,978-1-4503-9221-1,,10.1145/3510003.3510162,https://doi-org.ezproxy.jyu.fi/10.1145/3510003.3510162,"Variable names are critical for conveying intended program behavior. Machine learning-based program analysis methods use variable name representations for a wide range of tasks, such as suggesting new variable names and bug detection. Ideally, such methods could capture semantic relationships between names beyond syntactic similarity, e.g., the fact that the names average and mean are similar. Unfortunately, previous work has found that even the best of previous representation approaches primarily capture ""relatedness"" (whether two variables are linked at all), rather than ""similarity"" (whether they actually have the same meaning).We propose VarCLR, a new approach for learning semantic representations of variable names that effectively captures variable similarity in this stricter sense. We observe that this problem is an excellent fit for contrastive learning, which aims to minimize the distance between explicitly similar inputs, while maximizing the distance between dissimilar inputs. This requires labeled training data, and thus we construct a novel, weakly-supervised variable renaming dataset mined from GitHub edits. We show that VarCLR enables the effective application of sophisticated, general-purpose language models like BERT, to variable name representation and thus also to related downstream tasks like variable name similarity search or spelling correction. VarCLR produces models that significantly outperform the state-of-the-art on IdBench, an existing benchmark that explicitly captures variable similarity (as distinct from relatedness). Finally, we contribute a release of all data, code, and pre-trained models, aiming to provide a drop-in replacement for variable representations used in either existing or future program analyses that rely on variable names.",2022,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,2327–2339,,,,,,,ICSE '22,,,,Association for Computing Machinery,"NY, New York, USA",,,,,,,,"event-place: Pittsburgh, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
2ZA6DAG7,journalArticle,2010,"Amescua, A.; Bermón, L.; García, J.; Sánchez-Segura, M.-I.",Knowledge repository to improve agile development processes learning,IET Software,,,10.1049/iet-sen.2010.0067,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751528620&doi=10.1049%2fiet-sen.2010.0067&partnerID=40&md5=bd0e62f4774e73d021c21d7865babf13,"Software process learning depends significantly on technologies to store, search and share knowledge that can be used in software projects. The aim of this work is to provide a set of guidelines to develop a knowledge-based process asset libraries (PALs), using a Wiki (as a Web 2.0 technology), to store software engineering best practices. Fieldwork was carried out in a two-year training course of agile development process. This was validated in two phases (with and without PAL), each of which consisted of two stages: training and project. The study demonstrates that on the one hand, the learning process can be improved using a PAL-Wiki to transfer and share the software process knowledge, and on the other hand, junior software engineers developed software products with a greater degree of independence. © 2010 The Institution of Engineering and Technology.",2010,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,434-444,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Täysversio ei saatavilla JYU:n oikeuksilla,,,"Agile, Juniorit, SPL, Tietovaraston koostaminen",,,,No,,,,,,,,
344NHWIW,conferencePaper,2019,"Tan, Yun Yi; Rafi, Ahmad; Musa, Siti Noraishah; Anuar, Aliff Afiq Mohd",Design and Development of E-Warisan Senibina Portal: A Web-Based Knowledge System for Architectural Virtual Heritage Data and Heritage Education,Proceedings of the 2019 5th International Conference on Education and Training Technologies,978-1-4503-7200-8,,10.1145/3337682.3337695,https://doi-org.ezproxy.jyu.fi/10.1145/3337682.3337695,"e-Warisan SENIBINA is suggested as a one-stop information center for the virtual reality reconstruction of Traditional Malay Muslim Architecture in Peninsular Malaysia to assist documentation and enhance the experience of learning architectural heritage. It is developed as an attempt to serve as the knowledge repository for architects, historians and other researchers in the field that offers compilation of digital information and visualization options. This paper presents the development of a web-based knowledge system for nineteen buildings that are built before the Malaysian independence. Also presented in this paper are the findings and lessons learned from the development of the system.",2019,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,130–134,,,,,,,ICETT 2019,,,,Association for Computing Machinery,"NY, New York, USA",,,,,,,,"event-place: Seoul, Republic of Korea",,,,heritage education; knowledge system; virtual environment; Virtual heritage; virtual heritage data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
3DJZ9LGK,conferencePaper,2014,"Ahmad, Rohiza; Chyi, Wong Aun; Sarlan, Aliza; Kasbon, Rozana",Guiding novice database developers in database schema creation,"2014 IEEE Conference on e-Learning, e-Management and e-Services (IC3e)",,,10.1109/IC3e.2014.7081243,,"The world is abound with data. Almost every organization has utilized a Database Management System (DBMS) to store and manage the huge amount of data. Problem exists when the ability to leverage the features of the tools has historically fallen to a limited group of experts. This would require formal database design training and cannot be learnt overnight. As such, the problem leads to another issue which is, developers avoidance of using DBMS for their data storage. Thus, the objective of this work is to provide a way for tackling the issue by developing a tool for users who have less experiences and understanding in database design to be able to develop their own database schema. The tool will provide guidance to the developers in a story-telling fashion. The methodology used in developing the tool is design thinking and rapid application development (RAD). Initial user acceptance test conducted with few representatives of the target group gives promising results in terms of usefulness, user-friendliness, ease of time and user satisfaction of the tool.",2014-12,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,64-69,,,,,,,,,,,,,,,,,,,,,,,,Software; Conferences; Interviews; Electronic learning; database schema; Memory; novice database developer; Relational databases; story-telling; user guided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,"Artefaktin kehittäminen, Juniorit",,,,No,,,,,,,tietokantojen suunnittelun oppimiseen liittyvä. Onko liian niche?,
3EB4QHBF,conferencePaper,2011,"Burden, Hakan; Heldal, Rogardt; Siljamaki, Toni",Executable and Translatable UML – How Difficult Can it Be?,2011 18th Asia-Pacific Software Engineering Conference,,,10.1109/APSEC.2011.37,,"Executable and Translatable UML enables Model-Driven Architecture by specifying Platform-Independent Models that can be automatically transformed into Platform-Specific Models through model compilation. Previous research shows that the transformations result in both efficient code and consistency between the models. However, there are neither results for the effort of introducing the technology in a new context nor on the level of expertise needed for designing the Platform-Independent Models. We wanted to know if teams of novice software developers could design Executable and Translatable UML models without prior experiences of software modelling. As part of a new university course we conducted an exploratory case study with two data collections over two years. Bachelor students were given the task to design a hotel reservation system and the necessary test cases for verifying the functionality and structure of the models within 300 hours, using Executable and Translatable UML. In total, 43 out of 50 teams succeeded in delivering verified and consistent models within the time frame. During the second data collection the students were given limited tool training. This gave a raise in the quality of the models. Due to the executable feature of the models the students were given constant feedback on their design until the models behaved as expected, with the required level of detail and structure. Our results show that using Executable and Translatable UML does not require more expertise than a bachelor program in computer science. All in all, Executable and Translatable UML could play an important role in future software development.",2011-12,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:50 PM (GMT)",,114-121,,,,,,,,,,,,,,,,,,,,ISSN: 1530-1362,,,,Computational modeling; Educational institutions; Executable and Translatable UML; Exploratory Case Study; Java; Learning Effort; Model-Driven Architecture; Object oriented modeling; Platform-Independent Models; Programming; Software; Unified modeling language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
